-0.5,-0.5,0.2,-0.1,0.1,-2.3562,0.1,0.1,0,0,0,0,0
-0.47841,-0.51124,0.19657,0.10209,0.23485,-2.1423,-0.030917,0.20964,-0.35,-0.35,0.35,-0.35,0
-0.45392,-0.52014,0.19299,0.19463,0.23808,-1.921,-0.1025,0.19935,-0.66361,-0.56975,0.7,-0.7,0
-0.43099,-0.52621,0.18724,0.2505,0.20338,-1.7014,-0.19555,0.16247,-0.81292,-0.67554,1.05,-1.05,0
-0.40884,-0.5308,0.18042,0.28674,0.15314,-1.4961,-0.29767,0.12435,-0.88116,-0.72581,1.4,-1.4,0
-0.38712,-0.5345,0.17301,0.30894,0.097758,-1.3118,-0.39666,0.092133,-0.90617,-0.74641,1.75,-1.75,0
-0.3656,-0.53764,0.16529,0.32036,0.043199,-1.1507,-0.48623,0.066998,-0.90868,-0.75122,2.1,-2.1,0
-0.34576,-0.54009,0.15792,0.32351,-0.0073215,-1.0127,-0.56403,0.048132,-0.9002,-0.74796,2.43,-2.4183,0
-0.33125,-0.54155,0.15235,0.32086,-0.052413,-0.89623,-0.62973,0.03426,-0.88722,-0.74116,2.6783,-2.6468,0
-0.31958,-0.54254,0.14779,0.3153,-0.092154,-0.79871,-0.68406,0.024177,-0.8733,-0.73343,2.8813,-2.8281,0
-0.30947,-0.54331,0.1438,0.30833,-0.12697,-0.71726,-0.72855,0.016882,-0.85964,-0.72564,3.0589,-2.9843,0
-0.30023,-0.54395,0.14014,0.3007,-0.15741,-0.64918,-0.76481,0.011616,-0.84666,-0.71809,3.2217,-3.1265,0
-0.29151,-0.54452,0.13668,0.29281,-0.18407,-0.59211,-0.79435,0.0078172,-0.8345,-0.71092,3.3752,-3.2607,0
-0.28313,-0.54505,0.13336,0.28485,-0.20753,-0.54397,-0.81846,0.0050783,-0.82316,-0.70413,3.5224,-3.3898,0
-0.27498,-0.54556,0.13014,0.27693,-0.22834,-0.50299,-0.83827,0.003104,-0.81259,-0.69772,3.665,-3.5154,0
-0.26703,-0.54604,0.127,0.26909,-0.24698,-0.46771,-0.85468,0.0016812,-0.8027,-0.69163,3.8038,-3.6382,0
-0.25925,-0.54649,0.12393,0.26136,-0.26387,-0.43689,-0.86846,0.00065612,-0.79338,-0.68581,3.9393,-3.7586,0
-0.25161,-0.54692,0.12092,0.25375,-0.27937,-0.40953,-0.88022,-8.2242e-05,-0.78449,-0.68018,4.072,-3.8768,0
-0.24411,-0.54732,0.11797,0.24626,-0.29379,-0.38483,-0.89044,-0.00061385,-0.77591,-0.67467,4.2021,-3.9928,0
-0.23676,-0.54769,0.11508,0.23891,-0.30735,-0.36216,-0.89951,-0.00099636,-0.76752,-0.6692,4.3298,-4.1066,0
-0.22953,-0.54803,0.11223,0.23169,-0.32025,-0.34101,-0.90774,-0.0012714,-0.75921,-0.66371,4.4552,-4.2182,0
-0.22244,-0.54833,0.10943,0.2246,-0.33264,-0.321,-0.91534,-0.0014689,-0.75085,-0.65812,4.5785,-4.3275,0
-0.21548,-0.5486,0.10668,0.21764,-0.34464,-0.30183,-0.9225,-0.0016105,-0.74235,-0.65238,4.6998,-4.4346,0
-0.20865,-0.54882,0.10397,0.21081,-0.35635,-0.28328,-0.92935,-0.0017119,-0.7336,-0.6464,4.8192,-4.5393,0
-0.20195,-0.54901,0.1013,0.20411,-0.36782,-0.26517,-0.93598,-0.0017841,-0.72451,-0.64014,4.937,-4.6417,0
-0.19538,-0.54914,0.098679,0.19753,-0.3791,-0.24738,-0.94248,-0.0018354,-0.71498,-0.63353,5.0531,-4.7417,0
-0.18893,-0.54923,0.096094,0.19108,-0.39023,-0.22985,-0.94889,-0.0018717,-0.7049,-0.62649,5.1676,-4.8391,0
-0.18261,-0.54927,0.093548,0.18476,-0.40122,-0.21252,-0.95523,-0.001897,-0.69418,-0.61896,5.2808,-4.9341,0
-0.17641,-0.54925,0.091039,0.17856,-0.41208,-0.19538,-0.96151,-0.0019145,-0.68271,-0.61087,5.3927,-5.0264,0
-0.17034,-0.54918,0.088566,0.17248,-0.42277,-0.17848,-0.96773,-0.0019263,-0.67039,-0.60214,5.5035,-5.1161,0
-0.16439,-0.54905,0.086129,0.16653,-0.43326,-0.16186,-0.97384,-0.001934,-0.65713,-0.59271,5.6132,-5.2031,0
-0.15857,-0.54885,0.083726,0.16071,-0.44352,-0.14565,-0.97981,-0.0019388,-0.64285,-0.58251,5.7219,-5.2873,0
-0.15287,-0.54858,0.081358,0.155,-0.45347,-0.12996,-0.98555,-0.0019415,-0.62747,-0.57149,5.8297,-5.3687,0
-0.14729,-0.54826,0.079024,0.14942,-0.46305,-0.11495,-0.99098,-0.0019427,-0.61096,-0.55963,5.9367,-5.4473,0
-0.14183,-0.54786,0.076723,0.14395,-0.47219,-0.10078,-0.99601,-0.0019427,-0.59331,-0.54691,6.0428,-5.5232,0
-0.13648,-0.5474,0.074458,0.13861,-0.48083,-0.087603,-1.0006,-0.001942,-0.57457,-0.53335,6.1482,-5.5962,0
-0.13126,-0.54689,0.072227,0.13338,-0.48894,-0.075531,-1.0045,-0.0019407,-0.55478,-0.51901,6.2527,-5.6666,0
-0.12614,-0.54631,0.070032,0.12826,-0.49649,-0.064636,-1.0079,-0.0019389,-0.53403,-0.50394,6.3563,-5.7344,0
-0.12114,-0.54569,0.067874,0.12326,-0.5035,-0.054939,-1.0106,-0.0019369,-0.51242,-0.4882,6.459,-5.7997,0
-0.11625,-0.54501,0.065753,0.11837,-0.51,-0.04641,-1.0126,-0.0019347,-0.49003,-0.47187,6.5607,-5.8626,0
-0.11147,-0.5443,0.063669,0.11358,-0.51604,-0.038987,-1.014,-0.0019323,-0.46693,-0.455,6.6613,-5.9233,0
