0,0,0,0.46365,3.56,-17.341,20.064,5.8195,0,0,0,0,0
0,0,0,0.46365,3.56,-17.341,20.064,5.8195,0,0,0,0,0
0,0,0,0.46597,3.5824,-17.298,20.006,5.8186,0,0,0,0,0
0,0,0,0.45654,3.6019,-17.265,19.954,5.8213,0,0,0,0,0
0,0,0,0.45485,3.6195,-17.236,19.906,5.8258,0,0,0,0,0
0,0,0,0.4454,3.6365,-17.208,19.86,5.8322,0,0,0,0,0
0,0,0,0.43797,3.6532,-17.182,19.815,5.8403,0,0,0,0,0
0,0,0,0.42695,3.67,-17.157,19.772,5.8501,0,0,0,0,0
0,0,0,0.4154,3.6869,-17.133,19.73,5.8616,0,0,0,0,0
0,0,0,0.4017,3.7039,-17.11,19.69,5.8748,0,0,0,0,0
0,0,0,0.38668,3.7208,-17.088,19.65,5.8897,0,0,0,0,0
0,0,0,0.36994,3.7375,-17.067,19.613,5.9062,0,0,0,0,0
0,0,0,0.3517,3.7541,-17.047,19.576,5.9243,0,0,0,0,0
0,0,0,0.33188,3.7702,-17.029,19.541,5.944,0,0,0,0,0
0,0,0,0.31057,3.7858,-17.012,19.508,5.9653,0,0,0,0,0
0,0,0,0.28778,3.8008,-16.996,19.478,5.9881,0,0,0,0,0
0,0,0,0.26359,3.815,-16.982,19.449,6.0123,0,0,0,0,0
0,0,0,0.23807,3.8282,-16.969,19.422,6.0379,0,0,0,0,0
0,0,0,0.21131,3.8403,-16.957,19.399,6.0649,0,0,0,0,0
0,0,0,0.18341,3.8512,-16.947,19.377,6.093,0,0,0,0,0
0,0,0,0.15449,3.8606,-16.939,19.359,6.1222,0,0,0,0,0
0,0,0,0.1247,3.8686,-16.932,19.344,6.1524,0,0,0,0,0
0,0,0,0.094187,3.875,-16.926,19.332,6.1833,0,0,0,0,0
0,0,0,0.06312,3.8796,-16.922,19.323,6.2149,0,0,0,0,0
0,0,0,0.031677,3.8824,-16.92,19.318,6.2469,0,0,0,0,0
