0,0,0,0.46365,3.56,-17.341,20.064,5.8195,0,0,0,0,0
0,0,0,0.46446,3.5759,-17.315,20.023,5.8187,0,0,0,0,0
0,0,0,0.46209,3.5907,-17.288,19.98,5.8211,0,0,0,0,0
0,0,0,0.45813,3.606,-17.26,19.937,5.8251,0,0,0,0,0
0,0,0,0.45259,3.6217,-17.233,19.895,5.8306,0,0,0,0,0
0,0,0,0.44546,3.6377,-17.207,19.853,5.8377,0,0,0,0,0
0,0,0,0.43673,3.6541,-17.182,19.811,5.8465,0,0,0,0,0
0,0,0,0.42641,3.6706,-17.157,19.77,5.8568,0,0,0,0,0
0,0,0,0.41449,3.6874,-17.134,19.73,5.8687,0,0,0,0,0
0,0,0,0.40098,3.7041,-17.111,19.69,5.8822,0,0,0,0,0
0,0,0,0.38587,3.7208,-17.089,19.652,5.8973,0,0,0,0,0
0,0,0,0.36918,3.7374,-17.069,19.615,5.914,0,0,0,0,0
0,0,0,0.35093,3.7537,-17.049,19.579,5.9323,0,0,0,0,0
0,0,0,0.33114,3.7696,-17.031,19.545,5.952,0,0,0,0,0
0,0,0,0.30984,3.785,-17.014,19.512,5.9733,0,0,0,0,0
0,0,0,0.28708,3.7997,-16.998,19.482,5.9961,0,0,0,0,0
0,0,0,0.26293,3.8136,-16.984,19.454,6.0203,0,0,0,0,0
0,0,0,0.23744,3.8265,-16.971,19.428,6.0457,0,0,0,0,0
0,0,0,0.21073,3.8383,-16.96,19.405,6.0725,0,0,0,0,0
0,0,0,0.18288,3.8489,-16.95,19.384,6.1003,0,0,0,0,0
0,0,0,0.15403,3.8581,-16.941,19.366,6.1292,0,0,0,0,0
0,0,0,0.12432,3.8658,-16.934,19.351,6.1589,0,0,0,0,0
0,0,0,0.093882,3.8719,-16.929,19.34,6.1893,0,0,0,0,0
0,0,0,0.0629,3.8763,-16.925,19.332,6.2203,0,0,0,0,0
0,0,0,0.031547,3.879,-16.922,19.327,6.2516,0,0,0,0,0
0,0,0,5.1682e-06,3.8799,-16.922,19.325,6.2832,0,0,0,0,0
0,0,0,-0.031537,3.879,-16.922,19.327,6.3147,0,0,0,0,0
0,0,0,-0.062892,3.8764,-16.925,19.332,6.3461,0,0,0,0,0
0,0,0,-0.093877,3.8719,-16.929,19.34,6.3771,0,0,0,0,0
0,0,0,-0.12431,3.8658,-16.934,19.351,6.4075,0,0,0,0,0
0,0,0,-0.15404,3.8581,-16.941,19.366,6.4372,0,0,0,0,0
0,0,0,-0.18289,3.8489,-16.95,19.384,6.4661,0,0,0,0,0
0,0,0,-0.21074,3.8383,-16.96,19.405,6.4939,0,0,0,0,0
0,0,0,-0.23746,3.8265,-16.971,19.428,6.5206,0,0,0,0,0
